Inoc_Date,Rating_Date,Genotype,Run,Bench,Node,Leaf,Percent_Sporulation,Percent_Lesion
10/2/19,10/8/19,156,1,D,3,1,90,100
10/2/19,10/8/19,156,1,D,3,2,85,85
10/2/19,10/8/19,156,1,D,4,1,60,100
10/2/19,10/8/19,156,1,D,4,2,50,90
10/2/19,10/8/19,156,1,G,3,1,60,90
10/2/19,10/8/19,156,1,G,3,2,60,70
10/2/19,10/8/19,156,1,G,4,1,60,100
10/2/19,10/8/19,156,1,G,4,2,60,70
10/2/19,10/8/19,134,2,A,3,1,90,90
10/2/19,10/8/19,134,2,A,3,2,90,90
10/2/19,10/8/19,134,2,A,4,1,40,100
10/2/19,10/8/19,134,2,A,4,2,30,100
10/2/19,10/8/19,134,2,B,3,1,90,100
10/2/19,10/8/19,134,2,B,3,2,90,100
10/2/19,10/8/19,134,2,B,4,1,0,100
10/2/19,10/8/19,134,2,B,4,2,5,100
10/2/19,10/8/19,134,2,D,3,1,90,100
10/2/19,10/8/19,134,2,D,3,2,80,100
10/2/19,10/8/19,134,2,D,4,1,10,90
10/2/19,10/8/19,134,2,D,4,2,25,90
10/2/19,10/8/19,134,2,G,3,1,100,100
10/2/19,10/8/19,134,2,G,3,2,100,100
10/2/19,10/8/19,134,2,G,4,1,40,100
10/2/19,10/8/19,134,2,G,4,2,20,100
10/2/19,10/8/19,120,1,A,3,1,30,100
10/2/19,10/8/19,120,1,A,3,2,20,100
10/2/19,10/8/19,120,1,A,4,1,5,70
10/2/19,10/8/19,120,1,A,4,2,5,60
10/2/19,10/8/19,120,1,B,3,1,40,90
10/2/19,10/8/19,120,1,B,3,2,50,100
10/2/19,10/8/19,120,1,B,4,1,10,60
10/2/19,10/8/19,120,1,B,4,2,5,40
10/2/19,10/8/19,120,1,D,3,1,40,80
10/2/19,10/8/19,120,1,D,3,2,40,80
10/2/19,10/8/19,120,1,D,4,1,10,80
10/2/19,10/8/19,120,1,D,4,2,20,90
10/2/19,10/8/19,120,1,G,3,1,30,90
10/2/19,10/8/19,120,1,G,3,2,30,85
10/2/19,10/8/19,120,1,G,4,1,10,70
10/2/19,10/8/19,120,1,G,4,2,0,50
10/2/19,10/8/19,96,1,A,3,1,100,100
10/2/19,10/8/19,96,1,A,3,2,80,100
10/2/19,10/8/19,96,1,A,4,1,30,90
10/2/19,10/8/19,96,1,A,4,2,20,80
10/2/19,10/8/19,96,1,B,3,1,100,100
10/2/19,10/8/19,96,1,B,3,2,90,100
10/2/19,10/8/19,96,1,B,4,1,10,100
10/2/19,10/8/19,96,1,B,4,2,0,100
10/2/19,10/8/19,96,1,D,3,1,100,100
10/2/19,10/8/19,96,1,D,3,2,100,100
10/2/19,10/8/19,96,1,D,4,1,30,90
10/2/19,10/8/19,96,1,D,4,2,20,90
10/2/19,10/8/19,96,1,G,3,1,90,100
10/2/19,10/8/19,96,1,G,3,2,90,100
10/2/19,10/8/19,96,1,G,4,1,20,80
10/2/19,10/8/19,96,1,G,4,2,30,80
10/2/19,10/8/19,89,1,A,3,1,20,80
10/2/19,10/8/19,89,1,A,3,2,30,70
10/2/19,10/8/19,89,1,A,4,1,20,90
10/2/19,10/8/19,89,1,A,4,2,20,70
10/2/19,10/8/19,89,1,B,3,1,20,80
10/2/19,10/8/19,89,1,B,3,2,20,80
10/2/19,10/8/19,89,1,B,4,1,10,60
10/2/19,10/8/19,89,1,B,4,2,5,40
10/2/19,10/8/19,89,1,D,3,1,30,80
10/2/19,10/8/19,89,1,D,3,2,20,75
10/2/19,10/8/19,89,1,D,4,1,5,100
10/2/19,10/8/19,89,1,D,4,2,0,100
10/2/19,10/8/19,89,1,G,3,1,20,80
10/2/19,10/8/19,89,1,G,3,2,20,70
10/2/19,10/8/19,89,1,G,4,1,30,100
10/2/19,10/8/19,89,1,G,4,2,30,100
3/11/20,3/18/20,Pgem,5,A,3,1,80,90
3/11/20,3/18/20,Pgem,5,A,3,2,70,80
3/11/20,3/18/20,Pgem,5,A,4,1,80,80
3/11/20,3/18/20,Pgem,5,A,4,2,60,60
3/11/20,3/18/20,Pgem,5,B,3,1,70,90
3/11/20,3/18/20,Pgem,5,B,3,2,70,90
3/11/20,3/18/20,Pgem,5,B,4,1,40,80
3/11/20,3/18/20,Pgem,5,B,4,2,40,70
3/11/20,3/18/20,Pgem,5,D,3,1,70,90
3/11/20,3/18/20,Pgem,5,D,3,2,60,70
3/11/20,3/18/20,Pgem,5,D,4,1,60,70
3/11/20,3/18/20,Pgem,5,D,4,2,60,60
3/11/20,3/18/20,Pgem,5,G,3,1,60,90
3/11/20,3/18/20,Pgem,5,G,3,2,60,90
3/11/20,3/18/20,Pgem,5,G,4,1,60,60
3/11/20,3/18/20,Pgem,5,G,4,2,60,60
3/11/20,3/18/20,123,2,A,3,1,40,90
3/11/20,3/18/20,123,2,A,3,2,20,70
3/11/20,3/18/20,123,2,A,4,1,5,60
3/11/20,3/18/20,123,2,A,4,2,5,90
3/11/20,3/18/20,123,2,B,3,1,30,70
3/11/20,3/18/20,123,2,B,3,2,40,90
3/11/20,3/18/20,123,2,B,4,1,10,90
3/11/20,3/18/20,123,2,B,4,2,10,90
3/11/20,3/18/20,123,2,D,3,1,20,50
3/11/20,3/18/20,123,2,D,3,2,20,70
3/11/20,3/18/20,123,2,D,4,1,15,80
3/11/20,3/18/20,123,2,D,4,2,10,70
3/11/20,3/18/20,123,2,G,3,1,10,70
3/11/20,3/18/20,123,2,G,3,2,5,60
3/11/20,3/18/20,123,2,G,4,1,5,90
3/11/20,3/18/20,123,2,G,4,2,5,90
3/11/20,3/18/20,122,2,A,3,1,0,80
3/11/20,3/18/20,122,2,A,3,2,0,90
3/11/20,3/18/20,122,2,A,4,1,0,80
3/11/20,3/18/20,122,2,A,4,2,0,90
3/11/20,3/18/20,122,2,B,3,1,0,60
3/11/20,3/18/20,122,2,B,3,2,0,70
3/11/20,3/18/20,122,2,B,4,1,0,80
3/11/20,3/18/20,122,2,B,4,2,0,80
3/11/20,3/18/20,122,2,D,3,1,0,70
3/11/20,3/18/20,122,2,D,3,2,0,70
3/11/20,3/18/20,122,2,D,4,1,0,80
3/11/20,3/18/20,122,2,D,4,2,0,90
3/11/20,3/18/20,122,2,G,3,1,0,60
3/11/20,3/18/20,122,2,G,3,2,0,70
3/11/20,3/18/20,122,2,G,4,1,0,70
3/11/20,3/18/20,122,2,G,4,2,0,80
3/11/20,3/18/20,120,2,A,3,1,70,70
3/11/20,3/18/20,120,2,A,3,2,80,60
3/11/20,3/18/20,120,2,A,4,1,50,80
3/11/20,3/18/20,120,2,A,4,2,30,80
3/11/20,3/18/20,120,2,B,3,1,90,90
3/11/20,3/18/20,120,2,B,3,2,90,90
3/11/20,3/18/20,120,2,B,4,1,50,70
3/11/20,3/18/20,120,2,B,4,2,40,80
3/11/20,3/18/20,120,2,D,3,1,5,60
3/11/20,3/18/20,120,2,D,3,2,5,50
3/11/20,3/18/20,120,2,D,4,1,20,80
3/11/20,3/18/20,120,2,D,4,2,20,70
3/11/20,3/18/20,120,2,G,3,1,15,70
3/11/20,3/18/20,120,2,G,3,2,5,60
3/11/20,3/18/20,120,2,G,4,1,0,50
3/11/20,3/18/20,120,2,G,4,2,0,40
3/11/20,3/18/20,106,2,A,3,1,30,70
3/11/20,3/18/20,106,2,A,3,2,30,80
3/11/20,3/18/20,106,2,A,4,1,0,70
3/11/20,3/18/20,106,2,A,4,2,0,30
3/11/20,3/18/20,106,2,B,3,1,30,60
3/11/20,3/18/20,106,2,B,3,2,50,80
3/11/20,3/18/20,106,2,B,4,1,0,60
3/11/20,3/18/20,106,2,B,4,2,0,70
3/11/20,3/18/20,106,2,D,3,1,10,60
3/11/20,3/18/20,106,2,D,3,2,20,90
3/11/20,3/18/20,106,2,D,4,1,5,70
3/11/20,3/18/20,106,2,D,4,2,5,60
3/11/20,3/18/20,106,2,G,3,1,10,60
3/11/20,3/18/20,106,2,G,3,2,10,70
3/11/20,3/18/20,106,2,G,4,1,0,70
3/11/20,3/18/20,106,2,G,4,2,0,80
3/11/20,3/18/20,97,2,A,3,1,70,100
3/11/20,3/18/20,97,2,A,3,2,60,90
3/11/20,3/18/20,97,2,A,4,1,80,90
3/11/20,3/18/20,97,2,A,4,2,60,80
3/11/20,3/18/20,97,2,B,3,1,100,100
3/11/20,3/18/20,97,2,B,3,2,90,90
3/11/20,3/18/20,97,2,B,4,1,90,90
3/11/20,3/18/20,97,2,B,4,2,70,90
3/11/20,3/18/20,97,2,D,3,1,70,90
3/11/20,3/18/20,97,2,D,3,2,80,100
3/11/20,3/18/20,97,2,D,4,1,10,70
3/11/20,3/18/20,97,2,D,4,2,10,80
3/11/20,3/18/20,97,2,G,3,1,25,80
3/11/20,3/18/20,97,2,G,3,2,15,80
3/11/20,3/18/20,97,2,G,4,1,10,100
3/11/20,3/18/20,97,2,G,4,2,10,90
3/11/20,3/18/20,95,2,A,3,1,60,80
3/11/20,3/18/20,95,2,A,3,2,40,70
3/11/20,3/18/20,95,2,A,4,1,50,90
3/11/20,3/18/20,95,2,A,4,2,50,85
3/11/20,3/18/20,95,2,B,3,1,40,90
3/11/20,3/18/20,95,2,B,3,2,30,85
3/11/20,3/18/20,95,2,B,4,1,60,90
3/11/20,3/18/20,95,2,B,4,2,60,85
3/11/20,3/18/20,95,2,D,3,1,90,90
3/11/20,3/18/20,95,2,D,3,2,90,95
3/11/20,3/18/20,95,2,D,4,1,85,90
3/11/20,3/18/20,95,2,D,4,2,80,90
3/11/20,3/18/20,95,2,G,3,1,80,90
3/11/20,3/18/20,95,2,G,3,2,70,80
3/11/20,3/18/20,95,2,G,4,1,80,90
3/11/20,3/18/20,95,2,G,4,2,70,90
3/11/20,3/18/20,91,2,A,3,1,0,80
3/11/20,3/18/20,91,2,A,3,2,0,80
3/11/20,3/18/20,91,2,A,4,1,0,70
3/11/20,3/18/20,91,2,A,4,2,0,80
3/11/20,3/18/20,91,2,B,3,1,30,60
3/11/20,3/18/20,91,2,B,3,2,20,60
3/11/20,3/18/20,91,2,B,4,1,0,70
3/11/20,3/18/20,91,2,B,4,2,0,70
3/11/20,3/18/20,91,2,D,3,1,50,80
3/11/20,3/18/20,91,2,D,3,2,30,70
3/11/20,3/18/20,91,2,D,4,1,5,80
3/11/20,3/18/20,91,2,D,4,2,5,60
3/11/20,3/18/20,91,2,G,3,1,20,90
3/11/20,3/18/20,91,2,G,3,2,20,85
3/11/20,3/18/20,91,2,G,4,1,5,90
3/11/20,3/18/20,91,2,G,4,2,5,85
3/11/20,3/18/20,90,2,A,3,1,90,90
3/11/20,3/18/20,90,2,A,3,2,100,100
3/11/20,3/18/20,90,2,A,4,1,40,100
3/11/20,3/18/20,90,2,A,4,2,40,100
3/11/20,3/18/20,90,2,B,3,1,70,95
3/11/20,3/18/20,90,2,B,3,2,80,100
3/11/20,3/18/20,90,2,B,4,1,70,90
3/11/20,3/18/20,90,2,B,4,2,70,90
3/11/20,3/18/20,90,2,D,3,1,10,50
3/11/20,3/18/20,90,2,D,3,2,10,50
3/11/20,3/18/20,90,2,D,4,1,10,70
3/11/20,3/18/20,90,2,D,4,2,40,90
3/11/20,3/18/20,90,2,G,3,1,5,70
3/11/20,3/18/20,90,2,G,3,2,5,80
3/11/20,3/18/20,90,2,G,4,1,2,60
3/11/20,3/18/20,90,2,G,4,2,5,80
3/11/20,3/18/20,88,2,A,3,1,30,90
3/11/20,3/18/20,88,2,A,3,2,10,70
3/11/20,3/18/20,88,2,A,4,1,20,70
3/11/20,3/18/20,88,2,A,4,2,20,90
3/11/20,3/18/20,88,2,B,3,1,30,90
3/11/20,3/18/20,88,2,B,3,2,30,90
3/11/20,3/18/20,88,2,B,4,1,5,90
3/11/20,3/18/20,88,2,B,4,2,0,90
3/11/20,3/18/20,88,2,D,3,1,20,70
3/11/20,3/18/20,88,2,D,3,2,10,70
3/11/20,3/18/20,88,2,D,4,1,5,40
3/11/20,3/18/20,88,2,D,4,2,0,70
3/11/20,3/18/20,88,2,G,3,1,5,90
3/11/20,3/18/20,88,2,G,3,2,2,80
3/11/20,3/18/20,88,2,G,4,1,0,80
3/11/20,3/18/20,88,2,G,4,2,0,70
3/11/20,3/18/20,81,2,A,3,1,0,80
3/11/20,3/18/20,81,2,A,3,2,0,80
3/11/20,3/18/20,81,2,A,4,1,0,80
3/11/20,3/18/20,81,2,A,4,2,0,60
3/11/20,3/18/20,81,2,B,3,1,0,80
3/11/20,3/18/20,81,2,B,3,2,0,80
3/11/20,3/18/20,81,2,B,4,1,0,80
3/11/20,3/18/20,81,2,B,4,2,0,70
3/11/20,3/18/20,81,2,D,3,1,2,50
3/11/20,3/18/20,81,2,D,3,2,0,70
3/11/20,3/18/20,81,2,D,4,1,0,80
3/11/20,3/18/20,81,2,D,4,2,0,70
3/11/20,3/18/20,81,2,G,3,1,10,80
3/11/20,3/18/20,81,2,G,3,2,10,60
3/11/20,3/18/20,81,2,G,4,1,5,80
3/11/20,3/18/20,81,2,G,4,2,5,70
3/11/20,3/18/20,69,2,A,3,1,5,70
3/11/20,3/18/20,69,2,A,3,2,5,80
3/11/20,3/18/20,69,2,A,4,1,0,70
3/11/20,3/18/20,69,2,A,4,2,0,80
3/11/20,3/18/20,69,2,B,3,1,0,90
3/11/20,3/18/20,69,2,B,3,2,0,70
3/11/20,3/18/20,69,2,B,4,1,0,70
3/11/20,3/18/20,69,2,B,4,2,0,70
3/11/20,3/18/20,69,2,D,3,1,0,50
3/11/20,3/18/20,69,2,D,3,2,0,50
3/11/20,3/18/20,69,2,D,4,1,5,50
3/11/20,3/18/20,69,2,D,4,2,0,40
3/11/20,3/18/20,69,2,G,3,1,0,40
3/11/20,3/18/20,69,2,G,3,2,0,50
3/11/20,3/18/20,69,2,G,4,1,0,60
3/11/20,3/18/20,69,2,G,4,2,0,85
3/11/20,3/18/20,64,2,A,3,1,30,70
3/11/20,3/18/20,64,2,A,3,2,20,50
3/11/20,3/18/20,64,2,A,4,1,20,90
3/11/20,3/18/20,64,2,A,4,2,10,60
3/11/20,3/18/20,64,2,B,3,1,70,80
3/11/20,3/18/20,64,2,B,3,2,70,90
3/11/20,3/18/20,64,2,B,4,1,5,90
3/11/20,3/18/20,64,2,B,4,2,5,90
3/11/20,3/18/20,64,2,D,3,1,50,90
3/11/20,3/18/20,64,2,D,3,2,60,90
3/11/20,3/18/20,64,2,D,4,1,25,90
3/11/20,3/18/20,64,2,D,4,2,15,70
3/11/20,3/18/20,64,2,G,3,1,20,90
3/11/20,3/18/20,64,2,G,3,2,20,80
3/11/20,3/18/20,64,2,G,4,1,5,70
3/11/20,3/18/20,64,2,G,4,2,10,90
3/11/20,3/18/20,62,2,A,3,1,60,80
3/11/20,3/18/20,62,2,A,3,2,60,90
3/11/20,3/18/20,62,2,A,4,1,0,100
3/11/20,3/18/20,62,2,A,4,2,0,100
3/11/20,3/18/20,62,2,B,3,1,50,90
3/11/20,3/18/20,62,2,B,3,2,40,90
3/11/20,3/18/20,62,2,B,4,1,0,80
3/11/20,3/18/20,62,2,B,4,2,0,70
3/11/20,3/18/20,62,2,D,3,1,50,90
3/11/20,3/18/20,62,2,D,3,2,50,90
3/11/20,3/18/20,62,2,D,4,1,15,90
3/11/20,3/18/20,62,2,D,4,2,15,100
3/11/20,3/18/20,62,2,G,3,1,70,70
3/11/20,3/18/20,62,2,G,3,2,70,70
3/11/20,3/18/20,62,2,G,4,1,20,30
3/11/20,3/18/20,62,2,G,4,2,30,40
3/11/20,3/18/20,49,2,A,3,1,0,80
3/11/20,3/18/20,49,2,A,3,2,0,70
3/11/20,3/18/20,49,2,A,4,1,0,70
3/11/20,3/18/20,49,2,A,4,2,0,60
3/11/20,3/18/20,49,2,B,3,1,0,90
3/11/20,3/18/20,49,2,B,3,2,0,70
3/11/20,3/18/20,49,2,B,4,1,0,80
3/11/20,3/18/20,49,2,B,4,2,0,80
3/11/20,3/18/20,49,2,D,3,1,0,50
3/11/20,3/18/20,49,2,D,3,2,0,60
3/11/20,3/18/20,49,2,D,4,1,0,90
3/11/20,3/18/20,49,2,D,4,2,0,70
3/11/20,3/18/20,49,2,G,3,1,5,50
3/11/20,3/18/20,49,2,G,3,2,5,60
3/11/20,3/18/20,49,2,G,4,1,5,60
3/11/20,3/18/20,49,2,G,4,2,5,80
3/11/20,3/18/20,42,2,A,3,1,90,90
3/11/20,3/18/20,42,2,A,3,2,80,80
3/11/20,3/18/20,42,2,A,4,1,30,80
3/11/20,3/18/20,42,2,A,4,2,40,70
3/11/20,3/18/20,42,2,B,3,1,40,80
3/11/20,3/18/20,42,2,B,3,2,60,90
3/11/20,3/18/20,42,2,B,4,1,20,80
3/11/20,3/18/20,42,2,B,4,2,10,90
3/11/20,3/18/20,42,2,D,3,1,30,70
3/11/20,3/18/20,42,2,D,3,2,30,90
3/11/20,3/18/20,42,2,D,4,1,5,80
3/11/20,3/18/20,42,2,D,4,2,5,90
3/11/20,3/18/20,42,2,G,3,1,30,70
3/11/20,3/18/20,42,2,G,3,2,40,80
3/11/20,3/18/20,42,2,G,4,1,50,90
3/11/20,3/18/20,42,2,G,4,2,20,80
3/11/20,3/18/20,41,2,A,3,1,60,60
3/11/20,3/18/20,41,2,A,3,2,70,70
3/11/20,3/18/20,41,2,A,4,1,30,80
3/11/20,3/18/20,41,2,A,4,2,40,80
3/11/20,3/18/20,41,2,B,3,1,60,100
3/11/20,3/18/20,41,2,B,3,2,70,100
3/11/20,3/18/20,41,2,B,4,1,50,90
3/11/20,3/18/20,41,2,B,4,2,70,90
3/11/20,3/18/20,41,2,D,3,1,0,30
3/11/20,3/18/20,41,2,D,3,2,10,50
3/11/20,3/18/20,41,2,D,4,1,50,80
3/11/20,3/18/20,41,2,D,4,2,70,90
3/11/20,3/18/20,41,2,G,3,1,20,90
3/11/20,3/18/20,41,2,G,3,2,30,80
3/11/20,3/18/20,41,2,G,4,1,5,80
3/11/20,3/18/20,41,2,G,4,2,20,90
3/11/20,3/18/20,40,2,A,3,1,10,90
3/11/20,3/18/20,40,2,A,3,2,5,80
3/11/20,3/18/20,40,2,A,4,1,5,70
3/11/20,3/18/20,40,2,A,4,2,5,60
3/11/20,3/18/20,40,2,B,3,1,10,80
3/11/20,3/18/20,40,2,B,3,2,10,70
3/11/20,3/18/20,40,2,B,4,1,0,90
3/11/20,3/18/20,40,2,B,4,2,0,90
3/11/20,3/18/20,40,2,D,3,1,50,70
3/11/20,3/18/20,40,2,D,3,2,20,80
3/11/20,3/18/20,40,2,D,4,1,50,80
3/11/20,3/18/20,40,2,D,4,2,10,90
3/11/20,3/18/20,40,2,G,3,1,10,60
3/11/20,3/18/20,40,2,G,3,2,15,60
3/11/20,3/18/20,40,2,G,4,1,5,80
3/11/20,3/18/20,40,2,G,4,2,5,80
3/11/20,3/18/20,33,2,A,3,1,30,70
3/11/20,3/18/20,33,2,A,3,2,30,80
3/11/20,3/18/20,33,2,A,4,1,5,90
3/11/20,3/18/20,33,2,A,4,2,0,90
3/11/20,3/18/20,33,2,B,3,1,0,70
3/11/20,3/18/20,33,2,B,3,2,0,70
3/11/20,3/18/20,33,2,B,4,1,0,60
3/11/20,3/18/20,33,2,B,4,2,0,70
3/11/20,3/18/20,33,2,D,3,1,10,80
3/11/20,3/18/20,33,2,D,3,2,5,70
3/11/20,3/18/20,33,2,D,4,1,2,90
3/11/20,3/18/20,33,2,D,4,2,0,80
3/11/20,3/18/20,33,2,G,3,1,10,70
3/11/20,3/18/20,33,2,G,3,2,10,80
3/11/20,3/18/20,33,2,G,4,1,5,70
3/11/20,3/18/20,33,2,G,4,2,5,80
3/11/20,3/18/20,28,2,A,3,1,70,80
3/11/20,3/18/20,28,2,A,3,2,40,70
3/11/20,3/18/20,28,2,A,4,1,5,90
3/11/20,3/18/20,28,2,A,4,2,0,90
3/11/20,3/18/20,28,2,B,3,1,70,90
3/11/20,3/18/20,28,2,B,3,2,90,100
3/11/20,3/18/20,28,2,B,4,1,50,70
3/11/20,3/18/20,28,2,B,4,2,70,80
3/11/20,3/18/20,28,2,D,3,1,70,80
3/11/20,3/18/20,28,2,D,3,2,70,70
3/11/20,3/18/20,28,2,D,4,1,30,90
3/11/20,3/18/20,28,2,D,4,2,30,90
3/11/20,3/18/20,28,2,G,3,1,80,90
3/11/20,3/18/20,28,2,G,3,2,70,90
3/11/20,3/18/20,28,2,G,4,1,30,60
3/11/20,3/18/20,28,2,G,4,2,50,80
3/11/20,3/18/20,24,2,A,3,1,70,80
3/11/20,3/18/20,24,2,A,3,2,70,80
3/11/20,3/18/20,24,2,A,4,1,40,70
3/11/20,3/18/20,24,2,A,4,2,30,70
3/11/20,3/18/20,24,2,B,3,1,90,100
3/11/20,3/18/20,24,2,B,3,2,80,90
3/11/20,3/18/20,24,2,B,4,1,70,100
3/11/20,3/18/20,24,2,B,4,2,70,100
3/11/20,3/18/20,24,2,D,3,1,70,80
3/11/20,3/18/20,24,2,D,3,2,80,90
3/11/20,3/18/20,24,2,D,4,1,80,100
3/11/20,3/18/20,24,2,D,4,2,80,100
3/11/20,3/18/20,24,2,G,3,1,60,70
3/11/20,3/18/20,24,2,G,3,2,70,90
3/11/20,3/18/20,24,2,G,4,1,60,70
3/11/20,3/18/20,24,2,G,4,2,70,90
3/11/20,3/18/20,22,2,A,3,1,80,100
3/11/20,3/18/20,22,2,A,3,2,60,100
3/11/20,3/18/20,22,2,A,4,1,30,95
3/11/20,3/18/20,22,2,A,4,2,15,80
3/11/20,3/18/20,22,2,B,3,1,80,90
3/11/20,3/18/20,22,2,B,3,2,90,90
3/11/20,3/18/20,22,2,B,4,1,10,90
3/11/20,3/18/20,22,2,B,4,2,5,90
3/11/20,3/18/20,22,2,D,3,1,70,100
3/11/20,3/18/20,22,2,D,3,2,50,90
3/11/20,3/18/20,22,2,D,4,1,30,90
3/11/20,3/18/20,22,2,D,4,2,10,90
3/11/20,3/18/20,22,2,G,3,1,70,70
3/11/20,3/18/20,22,2,G,3,2,60,60
3/11/20,3/18/20,22,2,G,4,1,10,80
3/11/20,3/18/20,22,2,G,4,2,10,80
3/11/20,3/18/20,21,2,A,3,1,40,90
3/11/20,3/18/20,21,2,A,3,2,30,80
3/11/20,3/18/20,21,2,A,4,1,0,80
3/11/20,3/18/20,21,2,A,4,2,0,90
3/11/20,3/18/20,21,2,B,3,1,30,85
3/11/20,3/18/20,21,2,B,3,2,50,90
3/11/20,3/18/20,21,2,B,4,1,5,85
3/11/20,3/18/20,21,2,B,4,2,0,85
3/11/20,3/18/20,21,2,D,3,1,60,90
3/11/20,3/18/20,21,2,D,3,2,70,90
3/11/20,3/18/20,21,2,D,4,1,10,70
3/11/20,3/18/20,21,2,D,4,2,10,80
3/11/20,3/18/20,21,2,G,3,1,90,90
3/11/20,3/18/20,21,2,G,3,2,60,80
3/11/20,3/18/20,21,2,G,4,1,5,90
3/11/20,3/18/20,21,2,G,4,2,5,90
3/11/20,3/18/20,18,2,A,3,1,30,60
3/11/20,3/18/20,18,2,A,3,2,30,60
3/11/20,3/18/20,18,2,A,4,1,10,80
3/11/20,3/18/20,18,2,A,4,2,0,60
3/11/20,3/18/20,18,2,B,3,1,30,80
3/11/20,3/18/20,18,2,B,3,2,30,90
3/11/20,3/18/20,18,2,B,4,1,5,70
3/11/20,3/18/20,18,2,B,4,2,5,70
3/11/20,3/18/20,18,2,D,3,1,10,70
3/11/20,3/18/20,18,2,D,3,2,10,70
3/11/20,3/18/20,18,2,D,4,1,0,60
3/11/20,3/18/20,18,2,D,4,2,0,60
3/11/20,3/18/20,18,2,G,3,1,50,80
3/11/20,3/18/20,18,2,G,3,2,30,70
3/11/20,3/18/20,18,2,G,4,1,5,60
3/11/20,3/18/20,18,2,G,4,2,5,70
3/11/20,3/18/20,17,2,A,3,1,50,90
3/11/20,3/18/20,17,2,A,3,2,40,85
3/11/20,3/18/20,17,2,A,4,1,0,70
3/11/20,3/18/20,17,2,A,4,2,0,80
3/11/20,3/18/20,17,2,B,3,1,60,80
3/11/20,3/18/20,17,2,B,3,2,70,90
3/11/20,3/18/20,17,2,B,4,1,0,85
3/11/20,3/18/20,17,2,B,4,2,0,90
3/11/20,3/18/20,17,2,D,3,1,70,70
3/11/20,3/18/20,17,2,D,3,2,60,70
3/11/20,3/18/20,17,2,D,4,1,10,80
3/11/20,3/18/20,17,2,D,4,2,5,50
3/11/20,3/18/20,17,2,G,3,1,40,40
3/11/20,3/18/20,17,2,G,3,2,50,60
3/11/20,3/18/20,17,2,G,4,1,5,70
3/11/20,3/18/20,17,2,G,4,2,0,60
3/11/20,3/18/20,14,2,A,3,1,80,95
3/11/20,3/18/20,14,2,A,3,2,80,95
3/11/20,3/18/20,14,2,A,4,1,60,80
3/11/20,3/18/20,14,2,A,4,2,70,85
3/11/20,3/18/20,14,2,B,3,1,80,90
3/11/20,3/18/20,14,2,B,3,2,80,90
3/11/20,3/18/20,14,2,B,4,1,100,100
3/11/20,3/18/20,14,2,B,4,2,90,100
3/11/20,3/18/20,14,2,D,3,1,90,100
3/11/20,3/18/20,14,2,D,3,2,80,80
3/11/20,3/18/20,14,2,D,4,1,90,100
3/11/20,3/18/20,14,2,D,4,2,90,90
3/11/20,3/18/20,14,2,G,3,1,60,90
3/11/20,3/18/20,14,2,G,3,2,70,90
3/11/20,3/18/20,14,2,G,4,1,60,60
3/11/20,3/18/20,14,2,G,4,2,70,90
3/11/20,3/18/20,12,2,A,3,1,5,95
3/11/20,3/18/20,12,2,A,3,2,0,80
3/11/20,3/18/20,12,2,A,4,1,0,80
3/11/20,3/18/20,12,2,A,4,2,0,80
3/11/20,3/18/20,12,2,B,3,1,50,80
3/11/20,3/18/20,12,2,B,3,2,40,80
3/11/20,3/18/20,12,2,B,4,1,10,60
3/11/20,3/18/20,12,2,B,4,2,10,70
3/11/20,3/18/20,12,2,D,3,1,60,90
3/11/20,3/18/20,12,2,D,3,2,50,90
3/11/20,3/18/20,12,2,D,4,1,5,80
3/11/20,3/18/20,12,2,D,4,2,0,90
3/11/20,3/18/20,12,2,G,3,1,5,20
3/11/20,3/18/20,12,2,G,3,2,10,40
3/11/20,3/18/20,12,2,G,4,1,5,50
3/11/20,3/18/20,12,2,G,4,2,5,40
3/11/20,3/18/20,6,2,A,3,1,0,80
3/11/20,3/18/20,6,2,A,3,2,0,90
3/11/20,3/18/20,6,2,A,4,1,0,90
3/11/20,3/18/20,6,2,A,4,2,0,90
3/11/20,3/18/20,6,2,B,3,1,0,90
3/11/20,3/18/20,6,2,B,3,2,0,90
3/11/20,3/18/20,6,2,B,4,1,5,70
3/11/20,3/18/20,6,2,B,4,2,0,60
3/11/20,3/18/20,6,2,D,3,1,0,80
3/11/20,3/18/20,6,2,D,3,2,0,70
3/11/20,3/18/20,6,2,D,4,1,5,80
3/11/20,3/18/20,6,2,D,4,2,5,70
3/11/20,3/18/20,6,2,G,3,1,10,70
3/11/20,3/18/20,6,2,G,3,2,10,80
3/11/20,3/18/20,6,2,G,4,1,0,90
3/11/20,3/18/20,6,2,G,4,2,0,90
3/11/20,3/18/20,5,2,A,3,1,40,90
3/11/20,3/18/20,5,2,A,3,2,30,80
3/11/20,3/18/20,5,2,A,4,1,10,90
3/11/20,3/18/20,5,2,A,4,2,5,70
3/11/20,3/18/20,5,2,B,3,1,50,70
3/11/20,3/18/20,5,2,B,3,2,60,80
3/11/20,3/18/20,5,2,B,4,1,15,80
3/11/20,3/18/20,5,2,B,4,2,15,70
3/11/20,3/18/20,5,2,D,3,1,20,50
3/11/20,3/18/20,5,2,D,3,2,50,80
3/11/20,3/18/20,5,2,D,4,1,5,90
3/11/20,3/18/20,5,2,D,4,2,10,90
3/11/20,3/18/20,5,2,G,3,1,20,80
3/11/20,3/18/20,5,2,G,3,2,20,80
